y,Jurisdiction_encoded,Sub-stream,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
32,0,C&I (mining),0,7,2,1,0
22,0,C&I (mining),0,7,3,2,0
0,0,C&I (mining),0,8,0,0,0
0,0,C&I (mining),0,8,1,0,0
0,0,C&I (mining),0,8,2,1,0
0,0,C&I (mining),0,8,3,2,0
9,0,C&I (mining),0,9,0,0,0
43,0,C&I (mining),0,9,1,0,0
0,0,C&I (mining),0,9,2,1,0
2,0,C&I (mining),0,9,3,2,0
10,0,C&I (mining),0,10,0,0,0
39,0,C&I (mining),0,10,1,0,0
0,0,C&I (mining),0,10,2,1,0
0,0,C&I (mining),0,10,3,2,0
8,0,C&I (mining),0,11,0,0,0
47,0,C&I (mining),0,11,1,0,0
0,0,C&I (mining),0,11,2,1,0
6,0,C&I (mining),0,11,3,2,0
